Nr.;Anrede;Titel;Vorname;Nachname;Geburtsdatum;Straße;Hausnummer;Postleitzahl;Stadt;Telefon;Mobil;Telefax;EMail;Newsletter;Eintragsdatum
7837;Frau;;Valerie;Banks;;Harmoniestraße;156;63694;Limeshain;;0171/9378604;;valerie.18@open-mail.none;ja;05.04.1966
7838;Frau;;Gerlinde;Fecher;04.06.1964;Lübecker Straße;177;58509;Lüdenscheid;02351/43529220;0165/5767811;;g.fecher@validmail.none;;02.05.1973
7839;Frau;;Ermelinde;Kempe;21.04.1989;Haigerer Straße;24;90522;Oberasbach;0911/84116542;0159/5254181;;;;17.05.2018
7840;Frau;;Marianne;Crawford;;Im Hohn;98;19372;Rom;;;;marianne_crawford@company.none;;22.03.2000
7841;Herr;;Nathanael;Mildenberger;;Bamenohler Straße;65;72072;Tübingen;07071/74913468;;;;;12.04.2002
7842;Herr;;Botho;Opitz;;Erlengrund;117;49843;Wielen;05942/49364235;;;botho-1939@inter-mail.none;;28.05.1998
7843;Herr;;Engelmar;Leuthold;;Gewerbegasse;76;25709;Marne;04851/76653408;0159/6450853;;engelmar.1912@xyz.none;;11.10.1912
7844;Herr;;Siegmar;Michaelsen;;Am Birnbaum;154 a;94143;Grainet;;;;;ja;14.10.1977
7845;k.A.;;Nic;Hartig;;Kerßenbrockstraße;50;82008;Unterhaching;089/79920974;0155/8125956;;n-81@net-mail.none;nein;17.06.1992
7846;k.A.;;Elvire;Jüngst;;Von-Hasselt-Straße;42;86655;Harburg;09003/56532588;0157/2238939;;e_juengst@funmail.none;ja;29.11.2024
7847;Frau;;Marielies;Schrodt;;Plenterweg;45a;33605;Bielefeld;0521/62549119;0178/8331528;;marielies-schrodt@validmail.none;;02.10.1995
7848;k.A.;;Tara;Jäckel;;Wyhler Straße;11;25581;Hennstedt;04877/7654348;0150/9244687;;tara.jaeckel@retromail.none;ja;14.10.2010
7849;Frau;;Altrud;Nilles;09.02.1956;Haselstraße;33;46487;Wesel am Rhein;0281/89826420;0165/8425097;;a.nilles@kitty.none;nein;07.07.1964
7850;k.A.;;Engelhard;Krabbe;11.05.1946;Am Silberberg;126;88171;Weiler-Simmerberg;08387/36086955;0175/3978226;08387/72287824;engelhard.krabbe@open-mail.none;;13.01.1967
7851;Frau;;Friederike;Kieslich;;Am Alten Park;41;74626;Bretzfeld;07946/13234754;0152/6363050;;friederike-kieslich@validmail.none;;04.06.1955
7852;Herr;;Roland;Justus;15.04.2012;Schiffenborn;76;89431;Bächingen an der Brenz;07325/65584365;0172/3744462;;r-justus@xyz.none;;05.12.2022
7853;Frau;;Witta;Markmann;11.09.1933;Berkenhofskamp;51;56745;Volkesfeld;02652/20044433;0151/8311489;02652/32071079;w.markmann@ultramail.none;;26.05.1978
7854;Frau;;Edit;Käding;;Im Maueracker;36;14480;Potsdam;0331/50391021;0164/6356647;;e39@mymail.none;ja;06.08.1985
7855;Herr;;Siegward;Abels;;Johann-August-Ring;120;67295;Bolanden;06352/60768340;0174/5687241;06352/5833953;s-abels@trashmail.none;ja;07.03.1948
7856;Herr;;Janik;Rißmann;;Am Sonnenhof;27;54649;Oberpierscheid;06550/70342876;;;janik21@live-mail.none;ja;14.06.1993
7857;Herr;;Degenhardt;Rauschenbach;;Dümpelacker;108;57632;Eulenberg;02685/2458039;0165/6423101;;;ja;25.12.1938
7858;Frau;;Sighild;Bauernfeind;;Jägerweg;64;61250;Usingen;06081/15099122;0150/6356768;;s.1972@live-mail.none;;10.04.1983
7859;Herr;;Hilmar;Bier;;Köttinger Hecke;120;49824;Laar;05947/42679325;0168/6135520;;h_bier@anymail.none;;15.03.2024
7860;Herr;;Matthäus;Berwanger;;Eichendorffring;190;66894;Käshofen;06332/43617358;0152/2332639;;matthaeus_berwanger@quickmail.none;;14.07.1921
7861;Frau;;Gabi;Scherzer;12.03.1904;Am Berghang;39;75428;Illingen;07042/1268335;;;gabi.scherzer@private.none;ja;25.03.1936
7862;Herr;;Rüdiger;Kairies;18.05.1958;Esking;96;55626;Bundenbach;06544/40752392;;;ruediger.kairies@web.none;;07.08.1960
7863;Frau;;Theodolinde;Hennrich;08.07.2025;Stübecker Weg;162;93195;Wolfsegg;09409/9526785;0150/2163836;;theodolinde-hennrich@company.none;ja;15.01.2026
7864;k.A.;;Xaver;Lämmel;;Distelkamp;121;89428;Syrgenstein;09077/37909055;0177/9616285;;x_laemmel@validmail.none;;22.10.1989
7865;k.A.;;Notburg;Kerstan;;Coesfelder Straße;146;52441;Ederen;02462/71511185;0164/9423231;;notburg.1979@inter-mail.none;;28.01.1987
7866;Frau;;Heimgard;Amrhein;;Walther-Rathenau-Straße;62;53533;Müsch;02691/98024974;0169/6739993;;h_amrhein@open-mail.none;;30.01.2012
7867;Herr;;Lasse;Bütow;;Rederscheider Straße;138;48480;Venhaus;05977/80164588;0152/8009963;;lassebuetow@funmail.none;nein;11.04.2023
7868;Frau;;Clivia;Kaster;;Straße der Jugend;16b;35104;Lichtenfels;05636/6029900;0163/7038350;;clivia_kaster@ultramail.none;;24.10.2008
7869;Herr;;Heinzdieter;Jungk;;Im Stemmen;98a;24211;Lehmkuhlen;04342/55018852;0158/7517702;;heinzdieter66@trashmail.none;;03.03.1987
7870;Herr;;Merten;Bathe;;Walsroder Straße;19;78606;Seitingen-Oberflacht;07464/65922917;0153/3205688;;merten-73@trashmail.none;ja;22.10.2024
7871;Frau;;Nike;Löwenstein;;Geibelstraße;26;72649;Wolfschlugen;07022/27529189;0155/1567638;07022/13221600;nike.54@email.none;ja;24.11.2000
7872;Herr;;Sigishelm;Fritsche;09.07.1977;Bredenscheider Straße;139;54612;Nimshuscheid;06551/61195919;0161/7120992;;sigishelmfritsche@xyz.none;;06.10.1996
7873;Frau;;Emily;Schwanitz;04.06.1914;Kaiser-Otto-Straße;162;80634;München;;;;emily-14@ultramail.none;ja;26.06.1944
7874;Herr;;Hadubert;Nachtigall;;Lichweg;19;49685;Hesselnfeld;04473/84251635;0158/4876030;04473/44544782;hadubert_nachtigall@bestmail.none;;28.12.2006
7875;Frau;;Margaritta;Elter;13.01.2020;Richthofenstraße;153;39579;Uenglingen;;0175/3795372;;;;21.06.2022
7876;Frau;;Adelgund;Lammert;17.04.1979;Schlatweg;143;64658;Fürth;06253/92612328;;;;ja;25.12.1996
7877;k.A.;;Bennet;Ehrmann;25.09.1972;Hofstadt;111;97209;Veitshöchheim;0931/54754297;;;bennet-ehrmann@kitty.none;;17.11.1990
7878;Frau;;Griseldis;Stöhr;;Sauerlandstraße;126;55595;Spall;;;;griseldis_stoehr@private.none;ja;03.02.2023
7879;Herr;;Frithjof;Nienstedt;17.02.1970;Ravensburger Straße;48;66955;Pirmasens;;;;frithjof_nienstedt@quickmail.none;;25.04.2019
7880;Herr;;Matti;Wölke;;Birkeshöhstraße;123;83674;Gaißach;08041/33044431;0159/7311228;;m.woelke@bestmail.none;ja;12.10.2002
7881;Frau;;Erlwine;Spieth;;Grabenweg;175 b;37586;Dassel;05564/53060618;0152/8850665;;erlwine.14@quickmail.none;ja;29.04.1952
7882;Frau;;Carmen;Yalcin;;Lorcher Straße;47;85570;Ottenhofen;08123/71917229;0153/5881317;;;;27.10.2021
7883;Frau;;Erdmute;Hüttner;;Gustav-Freytag-Straße;193;56370;Oberfischbach;06486/57610048;;;;;18.03.1934
7884;Herr;;John;Iffland;;In der Mark;135;73499;Wört;07964/99822015;;;john_iffland@funmail.none;ja;07.08.2022
7885;Herr;;Donat;Hockney;;Hegenscheider Weg;41;54340;Bekond;06502/34084005;0167/1899648;;donat.hockney@kitty.none;ja;03.09.1969
7886;Frau;;Rosmarie;Siebers;;Wildpfad;128;89356;Haldenwang;08222/93268029;0168/3536032;;rosmarie.siebers@company.none;;23.10.1943
7887;Herr;;Markolf;Röhr;;Am Feldrain;42;60386;Frankfurt am Main;069/7941450;0169/3607753;;markolf88@spam-mail.none;;25.06.2025
7888;Frau;;Joana;Nötzold;20.08.1973;Hausener Straße;41;76744;Vollmersweiler;07275/6438670;0160/5699952;;joana.1973@kitty.none;;11.01.2023
7889;Herr;Dr.;Til;Brecht;09.02.1968;Weidenstück;3;54570;Mürlenbach;06591/87353587;0177/7789080;;t_brecht@trashmail.none;ja;02.06.2008
7890;k.A.;;Antje;Griffith;;Mansteinstraße;152;55234;Flomborn;06731/96465549;0166/1755200;;antje-griffith@validmail.none;;09.02.2021
7891;Herr;;Ian;Schlosser;;Dorfstraße;117;54293;Trier;0651/92119047;;0651/14561326;;;03.11.1949
7892;Frau;;Friderika;Steinfeld;;Kommerner Straße;22;86675;Buchdorf;;0166/2070985;;f.steinfeld@retromail.none;;09.12.2025
7893;Herr;;Otthard;Temme;;St.-Johannes-Straße;80;36208;Wildeck;06626/32433133;0153/5738938;;otthard-temme@xyz.none;;20.11.2024
7894;Herr;;Matis;Wöhr;;Littardweg;71;29413;Seebenau;03901/6833382;;;mwoehr@trashmail.none;nein;11.07.1951
7895;Herr;;Dietbald;Striegel;;Werkerhofplatz;157;42651;Solingen;;0175/6064420;;;;26.09.2007
7896;Herr;;Sighart;Harsch;;Schellingstraße;118;76889;Pleisweiler-Oberhofen;06343/12742746;0179/3990171;;sighart.harsch@hoster.none;;22.11.1993
7897;Herr;;Mirco;Heubeck;;Weg am Berge;48;57632;Berzhausen;;0157/3950715;;mircoheubeck@spam-mail.none;;17.03.2015
7898;Frau;Dr.;Daniele;Ralf;17.03.1935;Brinkstraße;142;85135;Titting;08423/70888892;0150/3149949;;daniele-ralf@bestmail.none;;17.01.1996
7899;Frau;;Karola;Hennemann;;Habichtsweg;60;93333;Neustadt an der Donau;09445/91159467;;;karola_hennemann@bestmail.none;;11.12.1961
7900;k.A.;;Carolin;Wingert;;Goldenbock;155;86491;Ebershausen;08282/72012254;0152/5884022;;c.1962@funmail.none;;26.07.2011
7901;Frau;;Witta;Cummings;;Adolfstraße;98b;54533;Oberscheidweiler;06572/53332604;0156/9814953;;w.cummings@retromail.none;;04.09.2021
7902;Herr;;Wigbert;Krimmel;09.12.1958;Pfarrer-Funk-Straße;163;55779;Leitzweiler;;0164/4526738;;;;24.02.1959
7903;Herr;;Wichard;Plank;;Wittestraße;170;74545;Michelfeld;0791/42252573;0157/9235802;;wichard.plank@email.none;;27.05.1981
7904;k.A.;;Gertwin;Stöcker;;Regtbrink;100;64579;Schöfferstadt Gernsheim;06258/49618248;0157/6052611;;g.stoecker@validmail.none;nein;13.05.1972
7905;Herr;;Leo;Verfürth;;Platz des Friedens;124 c;89355;Gundremmingen;08224/58397272;0152/7643178;;;;01.04.1951
7906;Herr;;Hansjürgen;Jäckel;;Auf dem Hasenberg;55;24340;Windeby;04351/37720142;0171/2021224;04351/53948267;;ja;21.03.2016
7907;Herr;;Uwe;Raulf;;Hansaring;16;64367;Mühltal;06151/9082599;0160/5498184;;;;05.05.1988
7908;Herr;;Heimhart;Frese;29.11.1974;Charlottenstraße;82;63877;Sailauf;06093/70596865;0177/2280229;;heimhart.frese@company.none;;25.01.1976
7909;Frau;;Gertrudis;Winterhart;13.02.1938;Geilenbacher Straße;87;66564;Ottweiler;06824/48406688;0165/6880125;;;;04.07.1993
7910;Frau;;Regelinde;Kanter;;Neuer Markt;86;63225;Langen;06103/31319932;;;regelinde-kanter@validmail.none;;21.06.2016
7911;Herr;;Marold;Sahin;;Heerstraße;142c;86482;Aystetten;0821/60254344;0161/5631614;;maroldsahin@net-mail.none;;13.11.1973
7912;Frau;;Christl;Stefani;09.09.1958;Hattinger Straße;32;87740;Buxheim;03831/77096633;0157/5423406;;christl.stefani@web.none;ja;05.11.1972
7913;k.A.;;Madeleine;Rieser;24.03.1946;Schumannweg;62;25884;Sollwitt;04843/65983451;;04843/32784288;madeleine-rieser@trashmail.none;;05.02.1973
7914;Herr;Prof.;Arwed;Füssel;;Am Bahnhof;176;34626;Neukirchen;06694/89646475;;;afuessel@private.none;;17.04.2002
7915;k.A.;;Witmar;Kohrs;09.10.2009;Gustav-Freytag-Straße;193;56295;Rüber;;;;w.09@web.none;;02.09.2014
7916;Herr;;Friedrich;Mühlhaus;;Heider Hof;47;54673;Zweifelscheid;06564/93574103;;06564/88188352;friedrich-1991@web.none;;14.04.2007
7917;Herr;;Reimund;Fritzler;;Berger Straße;4;56355;Winterwerb;;0176/4008396;;reimundfritzler@bestmail.none;;28.08.1987
7918;Herr;;Wolfrid;Frede;;In den Hähnen;12;56332;Wolken;02607/36306618;0168/4318010;;wfrede@company.none;;14.05.2000
7919;Herr;;Edelwald;Michaelis;;Burgring;134;54552;Demerath;06592/62326570;0151/8881989;;e-michaelis@kitty.none;;25.09.2004
7920;Frau;Dr.;Beatrice;Kräuter;;Scheidinger Straße;75;55487;Sohren;;0169/7273876;;b.kraeuter@private.none;;21.03.2008
7921;Frau;;Friedeborg;Krull;;Alst;21;24814;Sehestedt;04357/29184335;0152/9870313;;friedeborg.krull@spam-mail.none;;29.11.2017
7922;Herr;;Heinfried;Zellmer;;Recklinghauser Straße;183;48159;Münster;0251/54465891;0153/6208479;;heinfried-zellmer@anymail.none;ja;06.05.2025
7923;Herr;;Reiner;Lenkeit;;Schlecker Weg;111;78176;Blumberg;07702/97052285;0165/8991600;07702/1040763;reinerlenkeit@mymail.none;ja;19.06.2025
7924;Frau;;Malve;Preis;;Wittumhofstraße;80;65624;Altendiez;06432/97069977;0176/5612476;;malve_preis@ultramail.none;;03.10.2012
7925;Herr;;Sighard;Welter;;Kalbecker Straße;92;97794;Rieneck;09354/56285246;;;;;07.06.1981
7926;Herr;;Timo;Bölter;;Klotzbahn;162;23881;Borstorf;04542/47467678;;;;;23.07.1991
7927;Herr;;Bodomar;Theissen;;Am alten Schulplatz;149;53534;Bauler;02691/55545744;0167/5124659;;;;08.12.1994
7928;Frau;;Annemargret;Leber;11.09.1991;Weitefelder Straße;186;49545;Tecklenburg;05482/74374166;;;annemargret.leber@anymail.none;;19.10.1991
7929;Herr;;Hanswilhelm;Peitz;11.05.2009;Oberer Sonnenhang;177;49809;Lingen;0591/40838886;0159/3958369;;hanswilhelm-peitz@live-mail.none;;04.03.2022
7930;Frau;;Melanie;Tilch;;Balver Straße;179;24793;Oldenhütten;04392/8612283;0164/1209794;;melanietilch@retromail.none;ja;20.02.2023
7931;Herr;;René;Menn;;Sonneneck;159;97659;Schönau an der Brend;09775/10215948;0166/7635952;;rene-menn@email.none;;03.06.2011
7932;Frau;;Wendeline;Tröndle;;Eicherfeldstraße;133;86169;Augsburg;;0169/1846564;;;ja;19.08.2008
7933;Frau;;Evelore;Soika;;Sonneneck;102;35683;Dillenburg;02771/85415933;;;evelore.soika@hoster.none;;23.07.2004
7934;Frau;;Martina;Francis;;Faulbacher Straße;129;16303;Schwedt;03332/62438030;0152/9559558;;martinafrancis@live-mail.none;;26.04.2006
7935;Herr;;Noah;Kelch;06.03.1949;Josefstraße;163;55569;Langenthal;06751/90109781;0154/5638035;;n-kelch@open-mail.none;ja;13.02.2018
7936;Herr;;Finn;Eirich;06.04.1924;Thomas-Müntzer-Straße;54;76857;Rinnthal;;0169/2472275;;finn-eirich@validmail.none;;09.08.2003
7937;Frau;;Röschen;Saunders;26.03.1939;Jagdweg;131;36326;Antrifttal;;0152/6662335;;roeschen-1939@company.none;;18.12.1966
7938;Herr;;Dagomar;Zander;27.07.1992;Döllersfeldchen;188;56288;Laubach;;0155/7629749;06761/36151600;dagomar.zander@private.none;;07.07.2017
7939;Herr;;Wilhelm;Gutsche;;Zugspitzstraße;68;97654;Bastheim;09773/93567545;0172/9260676;;wilhelm.gutsche@mymail.none;;11.07.1943
7940;Herr;;Albin;Bloß;04.07.1953;Badenstedter Straße;188;27572;Bremerhaven;0471/17491883;0176/2785095;;;ja;28.04.1995
7941;Herr;;Hagen;Steimer;;Vor dem Bruch;97;39128;Magdeburg;0391/52721656;;;;ja;28.03.1969
7942;Herr;;Edgar;Kreye;;Oberschlesier Straße;37;92724;Trabitz;09644/80341009;0163/5557610;;edgar39@xyz.none;;27.06.1984
7943;Herr;;Muhammed;Krafft;18.03.1924;Herrengrabenstraße;126;94559;Niederwinkling;09901/80640528;0153/1426498;;m_24@retromail.none;;28.12.1926
7944;Herr;;Siegbert;Meding;;Paul-Keller-Straße;71;85521;Ottobrunn;089/82228895;0174/9523147;;;nein;23.12.1931
7945;Herr;;Till;Reifschneider;;Im Bierfaß;31;67746;Unterjeckenbach;06382/68408583;;;treifschneider@funmail.none;;11.07.2022
7946;Herr;;Heiko;Blech;23.09.1903;Unter den Birken;84;54486;Mülheim;06534/11865;0153/1878900;;heikoblech@goggle-mail.none;;25.03.1940
7947;Frau;;Bertwalda;Koopmann;;Alban-Haas-Straße;81;74223;Flein;;0175/1628249;;b-koopmann@inter-mail.none;;12.09.2025
7948;k.A.;;Irminfried;Klauck;;Hönninger Straße;57;77880;Sasbach;07841/64609104;0173/9967689;;irminfried.32@funmail.none;;08.07.1984
7949;Frau;;Sigune;Maile;;Rosenhang;170;55595;Mandel;0671/84511993;0171/8351304;;;nein;11.07.1998
7950;Frau;;Elfriede;Zilch;;Heinrich-Heine-Straße;185a;66871;Konken;06384/71029551;0150/4474324;;elfriede_zilch@domain.none;;29.05.2013
7951;Herr;;Arthur;Boecker;;Niederelben;61;73467;Kirchheim am Ries;07362/63361744;0152/8766537;;arthur02@anymail.none;;09.06.2021
7952;Herr;;Carsten;Hirsch;03.04.1981;Ernst-Reuter-Straße;181;74865;Neckarzimmern;06261/80454980;0162/3565489;;carsten.hirsch@open-mail.none;;30.05.2000
7953;Herr;;Helm;Kräuter;;Hubertushof;150;54422;Züsch;;0174/7293634;;helm.kraeuter@trashmail.none;ja;20.02.2000
7954;Frau;;Doritta;Armstrong;21.08.1942;Herrenwiesenstraße;56;54689;Übereisenbach;06564/67625514;0156/4502936;;dorittaarmstrong@goggle-mail.none;;15.02.1968
7955;Frau;;Luitgart;Weaver;;Zum Thiesenhof;70;29462;Wustrow;05841/91199479;0173/4076222;;luitgart_weaver@web.none;ja;06.07.1978
7956;k.A.;;Ludwig;Schönbach;;Büttenberger Straße;37;69509;Mörlenbach;06209/82964555;;;;;18.10.1994
7957;Frau;Dr.;Heideliese;Stadtmüller;;Meerheck;77;56479;Seck;;0153/5319269;;heideliese_stadtmueller@funmail.none;ja;07.10.2009
7958;Frau;;Anita;Steinbrück;;Emser Straße;61;24850;Hüsby;04634/76633030;0150/1724295;;a.2024@live-mail.none;;20.05.2025
7959;Herr;;Wilhardt;Gruß;19.09.1933;Großmaischeider Straße;150;55606;Bruschied;06752/44397306;0157/6078809;;wilhardt_1933@ultramail.none;ja;04.02.2004
7960;Herr;;Nico;Blaha;;Tulpenstraße;51;89561;Dischingen;07327/1838990;0175/2376623;;n.blaha@goggle-mail.none;ja;29.11.2002
7961;Frau;;Melina;Thorn;;Feldhofstraße;9;47239;Duisburg;0203/95607198;;;melina_thorn@quickmail.none;nein;27.03.2020
7962;Herr;;Marcus;Heinke;;Osthusener Straße;176;46119;Oberhausen;0208/34283386;;0208/96859257;marcus-heinke@inter-mail.none;nein;13.12.2002
7963;Frau;;Cäcilia;Bertels;01.01.1905;Holbeinstraße;66;50737;Köln;0221/98288758;0166/7535047;;;;09.10.1957
7964;Herr;;Goswin;Schwägerl;;Hoher Rain;7;59555;Lippstadt;02941/64323788;0167/4465679;;goswin_schwaegerl@validmail.none;ja;03.06.2022
7965;Frau;;Rebekka;Schönefeld;;Messingsfeld;67;78187;Geisingen;07704/14262423;;;rebekka.schoenefeld@trashmail.none;;02.03.1996
7966;Herr;;Helfred;Boos;;Bergeswiese;77;80807;München;089/68053096;0152/2773930;;h_60@kitty.none;;23.08.2023
7967;Frau;;Judith;Dennis;;Bergwerkstraße;58;86971;Peiting;08861/85370233;0177/8347177;;judithdennis@xyz.none;;09.06.1945
7968;Frau;;Elwine;Pollmann;11.11.1924;Herdegenstraße;92;67819;Kriegsfeld;06358/29200929;;;elwine.pollmann@net-mail.none;;07.11.1939
7969;Frau;;Ingelies;Renneberg;;Merodestraße;86;36251;Ludwigsau;06670/34114575;0178/8768384;;i_renneberg@justmail.none;ja;30.05.2018
7970;Frau;;Sibylla;Schaefer;22.06.1961;Seekenstegge;102;25348;Blomesche Wildnis;;0159/6399714;04124/65223310;;ja;13.12.1999
7971;Herr;Dr.;Diethart;Gödecke;;Elbuferstraße;133;66679;Losheim am See;06872/27919056;0150/6980517;;diethart.1959@hoster.none;ja;13.02.2024
7972;Herr;;Wilfried;Rasp;;Wollenberg;41;89619;Unterstadion;07393/34312476;0167/1574277;;w_1954@hoster.none;;04.06.2006
7973;Herr;;Eik;Meyer;;Heidehügel;27;82401;Rottenbuch;08867/39845622;;08867/92436985;eik_19@justmail.none;;26.11.1982
7974;Frau;Dr.;Lidia;Henzler;;Bochum;73;55490;Mengerschied;06761/83747035;0171/1480429;;lidia.1949@net-mail.none;;23.08.1968
7975;Frau;;Maja;Gaßmann;16.04.2006;Streckenpfad;175b;34593;Knüllwald;05685/75369200;0157/6084260;;m.gassmann@goggle-mail.none;;11.12.2012
7976;Herr;;Guntram;Maag;;Buchenhain;146;85254;Sulzemoos;;0164/4413359;;guntram_maag@live-mail.none;nein;06.07.1990
7977;Herr;;Friedmar;Klemt;18.02.1963;Hasenpfad;157;23628;Krummesse;04508/69159832;;;fklemt@anymail.none;ja;18.04.1998
7978;k.A.;;Rutger;Süßmann;;Schermbecker Straße;84;57638;Neitersen;02681/15829502;0177/4865557;;;ja;31.12.1999
7979;Frau;;Manuela;Diers;;Waldbreitbacher Straße;95;56753;Mertloch;02654/29047573;0174/1349704;;manuela_diers@quickmail.none;;14.08.2005
7980;Frau;;Nele;Bonn;;Germanenstraße;133;57635;Forstmehren;02681/37184339;0154/5315924;;n.bonn@email.none;;21.05.1928
7981;Herr;;Jörgfried;Strelow;;Schmelztalstraße;133;66509;Rieschweiler-Mühlbach;06336/71457567;;;;ja;21.01.1968
7982;k.A.;;Emmeram;Kliemann;;Backhausweg;98;55546;Frei-Laubersheim;0671/27584277;0162/6979320;0671/9647815;;nein;31.03.1985
7983;Herr;;Colin;Führer;;Friedensweg;176;63875;Mespelbrunn;;0166/7226112;;c-2006@ultramail.none;;11.05.2009
7984;Herr;;Robert;Emmerling;;Marburger Straße;113;24395;Nieby;04643/39011166;0158/9180746;04643/13408208;robert_emmerling@net-mail.none;nein;27.04.2010
7985;k.A.;;Elena;Klassen;;Kengen;131;93356;Teugn;09405/91274500;0174/2893115;;elena-klassen@spam-mail.none;;22.07.1993
7986;Herr;;Meinolf;Kiss;;Bautzener Straße;45;78628;Rottweil;0741/35499296;0167/1703096;;meinolf_kiss@kitty.none;ja;03.07.2016
7987;k.A.;;Elise;Brütting;;Barbaraweg;155;66131;Saarbrücken;0681/62527558;0158/1485731;;elise_bruetting@retromail.none;ja;18.04.2022
7988;Herr;;Bernhardin;Bührer;;Hubertushof;195;86154;Augsburg;0821/52282886;0154/2953857;;;;31.03.2007
7989;Frau;;Hiltrun;Lohse;;Zum Eckernbaum;117;71404;Korb;07151/23002278;0175/1873844;;h.1929@spam-mail.none;;05.04.1973
7990;Herr;;Heimo;Henninger;;Hagener Straße;184;49832;Andervenne;05902/15649883;0157/8796345;;;;21.02.1983
7991;Frau;;Elgard;Feld;14.02.1982;Im Alten Kloster;120;73102;Birenbach;07161/52963425;0174/8918100;;e.feld@spam-mail.none;;13.11.2003
7992;Herr;;Erwin;Witt;;Höfchen;149;35104;Lichtenfels;05636/9281375;0177/5687139;;erwin_witt@bestmail.none;nein;11.07.1998
7993;Herr;;Dietger;Hopp;11.04.1932;Am Brandhahn;21;74232;Abstatt;07062/69902766;0176/6490301;;;ja;18.01.1939
7994;Frau;Dr.;Vroni;Tost;;Richard-Strauss-Weg;111;24392;Wagersrott;04641/36748333;0152/4015929;;v-tost@spam-mail.none;;06.06.1985
7995;Frau;;Melissa;Söhl;;Grunewaldstraße;145;72393;Burladingen;07475/23846885;0164/2430101;;;;30.10.2007
7996;k.A.;;Can;Michelsen;28.12.1942;Gluckstraße;173;58095;Hagen;02331/45580263;;;c_michelsen@private.none;;26.12.1983
7997;Frau;;Adeltraut;Schroll;24.05.1987;Schöffenstraße;194;29690;Lindwedel;05071/56904458;0163/5321983;;adeltrautschroll@ultramail.none;ja;29.09.2003
7998;Frau;;Gerlinda;Ströbel;;Wolfhager Straße;113;74182;Obersulm;07130/98673506;;;gerlinda_stroebel@email.none;;15.06.1982
7999;Frau;;Gerhilde;Jefferson;;Von-Droste-Hülshoff-Straße;32;31515;Wunstorf;05031/56176403;0162/2541694;;gerhilde-jefferson@company.none;;13.05.2002
8000;Herr;;Trutz;Muhs;;Bunsenstraße;188;17139;Remplin;03994/93087600;0165/2974443;;trutz_muhs@net-mail.none;;06.11.2008
8001;k.A.;;Hartfried;Barner;;Im Dahlacker;7;54292;Trier;0651/15098352;0175/4880699;;hartfried-barner@quickmail.none;;10.05.2021
8002;Frau;;Joana;Klöpfer;;Westfalenring;135;09130;Chemnitz;0371/50513734;0155/1226656;;joana_kloepfer@domain.none;;30.04.1948
8003;Herr;;Heinzwerner;Groeneveld;;Neusser Straße;195;48431;Rheine;05971/17280073;0177/6839131;05971/85380631;h.groeneveld@validmail.none;;16.02.1955
8004;Frau;;Theres;Macht;;Sportplatzstraße;126;21031;Hamburg;040/99093863;0179/3582981;040/58941590;;;20.05.2014
8005;Frau;;Helena;Severin;11.03.1936;Erste Straße;154;74343;Sachsenheim;;0176/3052384;;;;06.12.1997
8006;Herr;;Reinold;Welter;;Harschbacher Straße;146;73494;Rosenberg;;;;;ja;01.11.1994
8007;Herr;;Norbert;Schomburg;;De-Noel-Platz;120 c;35099;Burgwald;06457/1878462;0156/5651660;;n-schomburg@net-mail.none;nein;17.03.2010
8008;Frau;;Christliebe;Wappler;;Am Feldrain;89;24211;Wahlstorf;04342/12142975;0168/2749031;;christliebe-wappler@validmail.none;;11.11.2001
8009;Frau;Dr.;Wilhelmine;Marth;;Kasseler Straße;162;46242;Bottrop;02041/40209166;0165/5536967;;wilhelmine.marth@xyz.none;;21.03.2023
8010;Frau;;Michaele;Kell;;Thienhausener Straße;193;87634;Obergünzburg;08372/97305221;;;michaele.kell@domain.none;;06.10.1943
8011;Frau;;Michaele;Ebert;;Gräfin-Hedwig-Straße;104;85229;Markt Indersdorf;;0170/9094236;;m1968@private.none;ja;03.07.1978
8012;Frau;;Herzlinde;Walgenbach;;Rosenkamp;154;53909;Zülpich;02252/31079416;0165/1338161;;herzlindewalgenbach@quickmail.none;;19.03.2014
8013;Herr;;Ricardo;Glomb;22.02.1957;Radebeuler Hof;78;29693;Böhme;05165/15022738;0157/2392125;;ricardo-glomb@trashmail.none;ja;06.02.1986
8014;Herr;;Thoralf;Handke;;Albersloher Straße;22;25923;Uphusum;04663/4762729;;04663/86878666;t_16@justmail.none;;14.01.2019
